,transaction_date,owner,ticker,asset_type,type,amount,senator,lower_amt,mid_amt,upper_amt,5_day_pct_change,15_day_pct_change
1841,2019-06-24,Joint,LNG,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",1001.0,8000.5,15000.0,0.026647139289950265,-0.008199197115173022
1842,2019-06-24,Joint,LGF-B,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",1001.0,8000.5,15000.0,0.08999997919256036,0.06545456972989169
1843,2019-06-24,Joint,TRGP,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-1001.0,-8000.5,-15000.0,0.06869812853346591,0.09008290504881065
1844,2019-06-24,Joint,TRGP,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-1001.0,-8000.5,-15000.0,0.06869812853346591,0.09008290504881065
1845,2019-06-17,Joint,CTVA,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-1001.0,-8000.5,-15000.0,0.0793834472156876,0.040077019943452565
1846,2019-06-17,Joint,CTVA,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-1001.0,-8000.5,-15000.0,0.0793834472156876,0.040077019943452565
1847,2019-06-14,Joint,NWSA,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",1001.0,8000.5,15000.0,0.14370238888876968,0.12341508116326057
1848,2019-06-14,Joint,GLW,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",1001.0,8000.5,15000.0,0.07570367144069937,0.06793917245264744
1849,2019-06-14,Joint,GLW,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",1001.0,8000.5,15000.0,0.07570367144069937,0.06793917245264744
1850,2019-06-11,Joint,BWXT,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-1001.0,-8000.5,-15000.0,0.034019068857190596,0.05398259112379381
1851,2019-06-07,Joint,GLW,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",1001.0,8000.5,15000.0,0.01079123215894864,0.08665792430350854
1852,2019-06-06,Joint,GLW,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",1001.0,8000.5,15000.0,0.02623813734660122,0.08986555168579113
1853,2019-06-06,Joint,GLW,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",1001.0,8000.5,15000.0,0.02623813734660122,0.08986555168579113
1859,2018-08-23,Child,NFLX,Stock,Purchase,"$1,001 - $15,000",Christopher A Coons,1001.0,8000.5,15000.0,0.09378776513027848,0.07485916539101449
1860,2018-10-24,Child,NFLX,Stock,Sale,"$1,001 - $15,000",Christopher A Coons,-1001.0,-8000.5,-15000.0,-0.0001656157280343041,-0.05002808288672865
1861,2018-07-18,Child,NFLX,Stock,Sale,"$1,001 - $15,000",Christopher A Coons,-1001.0,-8000.5,-15000.0,-0.03268202917933724,-0.07336128588233572
1862,2018-03-19,Child,NFLX,Stock,Sale,"$1,001 - $15,000",Christopher A Coons,-1001.0,-8000.5,-15000.0,0.02191525735746871,-0.04915785096990269
1863,2018-11-05,Child,AAPL,Stock,Sale,"$1,001 - $15,000",Christopher A Coons,-1001.0,-8000.5,-15000.0,-0.03344663446254222,-0.13265553882585743
1864,2018-10-24,Child,AAPL,Stock,Purchase,"$1,001 - $15,000",Christopher A Coons,1001.0,8000.5,15000.0,0.01752760783033745,-0.12849591598316823
1865,2019-05-28,Child,MSFT,Stock,Sale,"$1,001 - $15,000",Christopher A Coons,-1001.0,-8000.5,-15000.0,-0.02377941086171039,0.07133792495139694
1866,2019-06-01,Spouse,WFC,Stock,Purchase,"$1,001 - $15,000","A. Mitchell Mcconnell, Jr.",1001.0,8000.5,15000.0,0.028397662411985734,0.05679514221702726
1877,2018-12-20,Joint,CVS,Stock,Sale,"$1,001 - $15,000",Thomas R Tillis,-1001.0,-8000.5,-15000.0,-0.01940447693888791,-0.01714822072614713
1883,2019-06-03,Spouse,VMC,Stock,Sale,"$250,001 - $500,000","A. Mitchell Mcconnell, Jr.",-250001.0,-375000.5,-500000.0,0.056421287318196886,0.047693276488671756
1884,2019-06-03,Spouse,IR,Stock,Sale,"$250,001 - $500,000","A. Mitchell Mcconnell, Jr.",-250001.0,-375000.5,-500000.0,0.024453386009744508,0.016327614305193958
1890,2019-05-17,Spouse,RHT,Stock,Sale,"$50,001 - $100,000",Susan M Collins,-50001.0,-75000.5,-100000.0,error: unknown exception,error: unknown exception
1891,2019-05-21,Spouse,WEX,Stock,Purchase,"$15,001 - $50,000",Susan M Collins,15001.0,32500.5,50000.0,-0.061181633752858136,-0.020507797293248812
1892,2019-05-17,Joint,NVDA,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,1001.0,8000.5,15000.0,-0.07270182703439823,-0.050664979260433896
1893,2019-05-16,Self,CVS,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,1001.0,8000.5,15000.0,0.009368968669039537,0.03097512938946625
1894,2019-05-02,Spouse,VGR,Stock,Sale,"$1,001 - $15,000",Thomas R Carper,-1001.0,-8000.5,-15000.0,0.014659820820530772,-0.03664909240936228
1895,2019-05-30,Joint,M,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",1001.0,8000.5,15000.0,-0.013011919627190298,0.07533563482930572
1896,2019-05-30,Joint,PBA,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",1001.0,8000.5,15000.0,0.015414659625683114,0.043441964554011524
1897,2019-05-30,Joint,PG,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-1001.0,-8000.5,-15000.0,0.019462468450679914,0.06085631914123901
1898,2019-05-30,Joint,PEP,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-1001.0,-8000.5,-15000.0,0.033716598566214596,0.05079146158949305
